"id","Completed","Last page seen","Start language","Token","Date last action","Date started","Referrer URL","D1","D2","D3","D4","D4_1","D4_2","p2q1 [OS1]","p2q1 [OS2]","p2q1 [OS3]","p2q2 [OA1]","p2q2 [OA2]","p3q1E [OD1]","p3q1E [OD2]","p3q1E [OD3]","p3q1E [OD4]","p3q1E [OD5]","p3q1T [OD1]","p3q1T [OD2]","p3q1T [OD3]","p3q1T [OD6]","p3q1T [OD4]","p3q1T [OD5]","p3q2E [OD_E1]","p3q2E [OD_E2]","p3q2E [OD_E3]","p3q2E [OD_E4]","p3q2T [OD_E1]","p3q2T [OD_E2]","p3q2T [OD_E3]","p3q2T [OD_E5]","p3q2T [OD_E4]","p4q1T [1]","p4q1T [2]","p4q1T [3]","p4q1T [4]","p4q1T [5]","p4q1T [6]","p4q1T [7]","p4q1T [8]","p4q1T_O","p4q1E [1]","p4q1E [2]","p4q1E [3]","p4q1E [4]","p4q1E [5]","p4q1E [6]","p4q1E [7]","p4q1E_O","p4q2","p4q2_O","p5q1 [SQ002]","p5q1 [SQ001]","p5q1 [SQ004]","p5q1 [SQ005]","p5q1_N","p5q2 [1]","p5q2 [2]","p5q2 [3]","p5q2 [4]","p5q2 [5]","p5q2 [6]","p5q2 [7]","p5q2 [8]","p5q2 [9]","p6q1 [1]","p6q1 [2]","p6q1 [3]","p6q1 [4]","p6q2E [1]","p6q2E [2]","p6q2E [3]","p6q2E [4]","p6q2T [1]","p6q2T [2]","p6q2T [3]","p6q2T [4]","p7q1E [1]","p7q1E [2]","p7q1E [3]","p7q1E [4]","p7q1E [5]","p7q1T [1]","p7q1T [2]","p7q1T [3]","p7q2","p8q1 [1]","p8q1 [2]","p8q1 [3]","p8q1 [4]","p8q1 [5]","p8q1 [6]","p8q2 [1]","p8q2 [2]","p8q2 [3]","p8q2 [4]","p8q2 [5]","p8q2 [6]","p8q2 [7]","p8q3 [1]","p8q3 [2]","p8q3 [3]","p8q3 [4]","interviewtime","groupTime564","D1Time","D2Time","D3Time","D4Time","D4_1Time","D4_2Time","groupTime565","p2q1Time","p2q2Time","groupTime612","p3q1ETime","p3q1TTime","p3q2ETime","p3q2TTime","groupTime566","p4q1TTime","p4q1T_OTime","p4q1ETime","p4q1E_OTime","p4q2Time","p4q2_OTime","groupTime570","p5q1Time","p5q1_NTime","p5q2Time","groupTime568","p6q1Time","p6q2ETime","p6q2TTime","groupTime611","p7q1ETime","p7q1TTime","p7q2Time","groupTime571","p8q1Time","p8q2Time","p8q3Time"
"732","2018-05-08 16:19:02","8","en","","2018-05-08 16:19:02","2018-05-08 16:12:17","https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en","Male","United States of America","5 - 10 years","Experiment","> 500 members","","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Yes","Yes","No","No","No","No","No","No","No","No","No","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","","","","","","No","No","No","No","No","No","No","No","","No","Yes","Yes","Yes","Yes","No","No","","The HEP community as a whole should decide and set practices.","","Yes","Yes","No","No","","Rarely affect","Affect a lot","Neutral","Neutral","Affect a lot","Somewhat affect","Affect a lot","Neutral","Neutral","Somewhat agree","Strongly agree","Strongly disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","","","","","Very helpful","Somewhat helpful","Neutral","Somewhat helpful","Somewhat helpful","","","","","Daily","Daily","Weekly","Weekly","Monthly","Monthly","Very satisfied","Very satisfied","Moderately satisfied","Very satisfied","No experience","Moderately satisfied","Neither satisfied nor dissatisfied","Somewhat affect","Somewhat affect","Affect a lot","Affect a lot","407.34000000000003","31.85","0","0","0","0","0","0","20.97","0","0","51.84","0","0","0","0","40.02","0","0","0","0","0","0","75.56","0","0","0","73.06","0","0","0","31.54","0","0","0","82.5","0","0","0"
"733","2018-05-08 16:29:28","8","en","","2018-05-08 16:29:28","2018-05-08 16:19:54","","Male","United States of America","more than 20 years","Experiment","> 500 members","","Somewhat agree","Neutral","Somewhat agree","Strongly agree","Somewhat agree","Yes","No","No","No","No","No","No","No","No","No","No","Somewhat agree","Somewhat disagree","Neutral","Neutral","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","Yes","No","No","","Each collaboration or team should decide for their work.","","Yes","No","No","No","","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Neutral","Neutral","Neutral","","","","","Somewhat helpful","Somewhat unhelpful","Neutral","Neutral","Somewhat unhelpful","","","","","Daily","Less than once a year","Daily","Daily","Daily","Less than once a year","Very satisfied","No experience","Moderately satisfied","Very satisfied","No experience","Very satisfied","No experience","Affect a lot","Somewhat affect","Somewhat affect","Rarely affect","575.97","56.01","0","0","0","0","0","0","92.29","0","0","112.86","0","0","0","0","45.13","0","0","0","0","0","0","66.66","0","0","0","66.2","0","0","0","35.17","0","0","0","101.65","0","0","0"
"737","2018-05-08 16:45:30","8","en","","2018-05-08 16:45:30","2018-05-08 16:33:18","","Male","Colombia","less than 5 years","Experiment","< 20 members","","Strongly agree","Strongly agree","Strongly agree","Neutral","Neutral","Yes","No","No","No","Yes","No","No","No","No","No","No","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","","","","","","No","No","No","No","No","No","No","No","","No","No","No","Yes","No","No","No","","The HEP community as a whole should decide and set practices.","","No","Yes","No","No","","Somewhat affect","Affect a lot","Somewhat affect","Affect a lot","Affect a lot","Affect a lot","Affect a lot","Affect a lot","Affect a lot","Somewhat disagree","Strongly agree","Strongly disagree","Somewhat agree","Strongly agree","Somewhat disagree","Somewhat agree","Strongly agree","","","","","Somewhat helpful","Very helpful","Somewhat helpful","Somewhat helpful","Very helpful","","","","","Less than once a year","Less than once a year","Less than once a year","Once every 3 months","Weekly","Less than once a year","No experience","No experience","No experience","Moderately satisfied","Very satisfied","Moderately satisfied","No experience","Somewhat affect","Affect a lot","Affect a lot","Somewhat affect","735.44","37.67","0","0","0","0","0","0","83.04","0","0","54.36","0","0","0","0","227.17","0","0","0","0","0","0","56.4","0","0","0","122.8","0","0","0","47.57","0","0","0","106.43","0","0","0"
"738","2018-05-08 16:43:39","8","en","","2018-05-08 16:43:39","2018-05-08 16:35:35","","Male","United States of America","more than 20 years","Experiment","> 500 members","","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly disagree","No","No","No","No","Yes","No","No","No","No","No","No","Neutral","Neutral","Neutral","Strongly agree","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","Yes","No","No","","The HEP community as a whole should decide and set practices.","","No","No","Yes","No","","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Affect a lot","Neutral","Strongly agree","Strongly agree","Somewhat disagree","Neutral","Somewhat disagree","Strongly agree","Strongly disagree","Strongly disagree","","","","","Very unhelpful","Very unhelpful","Very unhelpful","Very unhelpful","Very unhelpful","","","","","Weekly","Weekly","Daily","Monthly","Daily","Less than once a year","Very satisfied","Very satisfied","Very satisfied","Very satisfied","No experience","Very satisfied","No experience","Not at all affect","Affect a lot","Affect a lot","Affect a lot","485.78000000000003","36.67","0","0","0","0","0","0","70.36","0","0","79.46","0","0","0","0","38.89","0","0","0","0","0","0","62.04","0","0","0","85.43","0","0","0","20.85","0","0","0","92.08","0","0","0"
"739","2018-05-08 16:52:44","8","en","","2018-05-08 16:52:44","2018-05-08 16:43:27","","Male","Germany","more than 20 years","Experiment","101 - 500 members","","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Yes","No","No","No","No","No","No","No","No","No","No","Strongly agree","Strongly agree","Strongly agree","Strongly agree","","","","","","No","No","No","No","No","No","No","No","","No","No","Yes","No","No","No","No","","The HEP community as a whole should decide and set practices.","","Yes","Yes","No","No","","Somewhat affect","Affect a lot","Neutral","Somewhat affect","Affect a lot","Neutral","Affect a lot","Affect a lot","Affect a lot","Somewhat disagree","Strongly agree","Strongly disagree","Strongly disagree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","","","","","Very helpful","Very helpful","Neutral","Neutral","Very helpful","","","","","Weekly","Less than once a year","Monthly","Monthly","Weekly","Less than once a year","Moderately satisfied","No experience","Very satisfied","Very satisfied","No experience","Very satisfied","No experience","Affect a lot","Affect a lot","Somewhat affect","Neutral","557.5899999999999","47.55","0","0","0","0","0","0","64.91","0","0","56.81","0","0","0","0","47.9","0","0","0","0","0","0","80","0","0","0","121.8","0","0","0","33.31","0","0","0","105.31","0","0","0"
"741","2018-05-08 17:14:56","8","en","","2018-05-08 17:14:56","2018-05-08 16:59:09","","Prefer not to say","Germany","5 - 10 years","Experiment","> 500 members","","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Neutral","Yes","No","No","No","Yes","No","No","No","No","No","No","Somewhat agree","Somewhat agree","Neutral","Strongly disagree","","","","","","No","No","No","No","No","No","No","No","","No","No","Yes","Yes","No","No","No","","The HEP community as a whole should decide and set practices.","","Yes","Yes","No","No","","Somewhat affect","Affect a lot","Neutral","Affect a lot","Somewhat affect","Neutral","Affect a lot","Neutral","Affect a lot","Strongly agree","Strongly agree","Somewhat disagree","Somewhat agree","Neutral","Somewhat disagree","Somewhat agree","Somewhat agree","","","","","Somewhat helpful","Very helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","","","","","Daily","Twice a year","Weekly","Monthly","Daily","Daily","Very satisfied","Neither satisfied nor dissatisfied","Moderately dissatisfied","Moderately satisfied","No experience","Moderately satisfied","Very satisfied","Neutral","Affect a lot","Affect a lot","Neutral","950.95","38.78","0","0","0","0","0","0","447.45","0","0","59.56","0","0","0","0","52.12","0","0","0","0","0","0","84.73","0","0","0","98.31","0","0","0","45.11","0","0","0","124.89","0","0","0"
"742","2018-05-08 17:13:48","8","en","","2018-05-08 17:13:48","2018-05-08 17:03:34","","Female","United States of America","more than 20 years","Experiment","> 500 members","","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Yes","No","No","No","No","No","No","No","No","No","No","Somewhat agree","Neutral","Neutral","Strongly agree","","","","","","No","No","No","No","No","No","No","No","","No","No","No","Yes","No","No","No","","Each collaboration or team should decide for their work.","","Yes","Yes","No","No","","Somewhat affect","Affect a lot","Affect a lot","Not at all affect","Not at all affect","Not at all affect","Somewhat affect","Not at all affect","Affect a lot","Neutral","Somewhat agree","Neutral","Strongly agree","Somewhat disagree","Somewhat agree","Strongly disagree","Somewhat agree","","","","","Somewhat unhelpful","Somewhat unhelpful","Somewhat unhelpful","Somewhat unhelpful","Somewhat unhelpful","","","","","Daily","Less than once a year","Daily","Daily","Daily","Daily","Very satisfied","No experience","Very satisfied","Very satisfied","No experience","Very satisfied","Very satisfied","Affect a lot","Affect a lot","Neutral","Affect a lot","617.1500000000001","34.55","0","0","0","0","0","0","82.7","0","0","73.17","0","0","0","0","44.57","0","0","0","0","0","0","105.98","0","0","0","104.92","0","0","0","45.88","0","0","0","125.38","0","0","0"
"743","2018-05-08 17:17:25","8","en","","2018-05-08 17:17:25","2018-05-08 17:10:09","","Male","China","less than 5 years","Experiment","101 - 500 members","","Strongly disagree","Strongly disagree","Somewhat agree","Strongly disagree","Neutral","No","No","No","No","Yes","No","No","No","No","No","No","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","","","","","","No","No","No","No","No","No","No","No","","No","Yes","No","No","No","No","No","","Each individual researcher should decide for their work autonomously.","","Yes","No","No","No","","Neutral","Affect a lot","Neutral","Not at all affect","Rarely affect","Rarely affect","Affect a lot","Affect a lot","Neutral","Neutral","Somewhat agree","Neutral","Somewhat agree","Somewhat disagree","Strongly agree","Neutral","Neutral","","","","","Very helpful","Very helpful","Very helpful","Neutral","Somewhat helpful","","","","","Less than once a year","Less than once a year","Weekly","Monthly","Weekly","Monthly","No experience","No experience","Neither satisfied nor dissatisfied","Moderately satisfied","Moderately satisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Neutral","Affect a lot","Affect a lot","Somewhat affect","437.4599999999999","37.44","0","0","0","0","0","0","34.51","0","0","61.34","0","0","0","0","30.92","0","0","0","0","0","0","58.41","0","0","0","93.59","0","0","0","21.84","0","0","0","99.41","0","0","0"
"748","2018-05-08 18:43:46","8","en","","2018-05-08 18:43:46","2018-05-08 18:32:23","","Male","United States of America","5 - 10 years","Experiment","> 500 members","","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Yes","No","No","No","No","No","No","No","No","No","No","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","Yes","No","No","","The funding bodies or institutions should decide and develop policies for researchers to follow.","","Yes","Yes","No","No","","Somewhat affect","Affect a lot","Somewhat affect","Rarely affect","Somewhat affect","Somewhat affect","Somewhat affect","Affect a lot","Neutral","Neutral","Strongly agree","Somewhat disagree","Strongly disagree","Neutral","Strongly agree","Neutral","Strongly agree","","","","","Neutral","Neutral","Somewhat helpful","Somewhat helpful","Neutral","","","","","Daily","Weekly","Daily","Daily","Daily","Less than once a year","Very satisfied","Very satisfied","Very satisfied","Very satisfied","No experience","Very satisfied","No experience","Somewhat affect","Affect a lot","Affect a lot","Somewhat affect","685.1600000000001","238.48","0","0","0","0","0","0","66.01","0","0","48.38","0","0","0","0","52.15","0","0","0","0","0","0","68.64","0","0","0","93.57","0","0","0","23.35","0","0","0","94.58","0","0","0"
"749","2018-05-08 18:44:04","8","en","","2018-05-08 18:44:04","2018-05-08 18:38:26","","Male","Italy","5 - 10 years","Theory","","","Somewhat agree","Strongly agree","Neutral","Neutral","Neutral","No","No","No","No","No","No","No","No","No","No","Yes","","","","","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","No","No","No","Yes","No","No","No","No","","No","No","No","No","No","No","No","","Each collaboration or team should decide for their work.","","No","No","Yes","No","","Neutral","Somewhat affect","Affect a lot","Affect a lot","Affect a lot","Neutral","Somewhat affect","Neutral","Neutral","Somewhat agree","Neutral","Somewhat agree","Somewhat agree","","","","","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","","","","","","Somewhat helpful","Somewhat helpful","Somewhat helpful","","Less than once a year","Less than once a year","Less than once a year","Monthly","Monthly","Less than once a year","No experience","No experience","No experience","Very satisfied","Very satisfied","Very satisfied","No experience","Somewhat affect","Affect a lot","Affect a lot","Somewhat affect","341.67","34.77","0","0","0","0","0","0","48.69","0","0","40.64","0","0","0","0","29","0","0","0","0","0","0","57.1","0","0","0","50.31","0","0","0","14.47","0","0","0","66.69","0","0","0"
"750","2018-05-08 19:17:00","8","en","","2018-05-08 19:17:00","2018-05-08 19:07:30","","Male","United States of America","more than 20 years","Experiment","> 500 members","","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Strongly agree","Somewhat agree","Strongly agree","Neutral","","","","","","No","No","No","No","No","No","No","No","","No","Yes","Yes","Yes","No","No","No","","The HEP community as a whole should decide and set practices.","","Yes","Yes","No","No","","Somewhat affect","Affect a lot","Neutral","Somewhat affect","Affect a lot","Somewhat affect","Affect a lot","Neutral","Affect a lot","Neutral","Strongly agree","Strongly disagree","Somewhat disagree","Somewhat agree","Neutral","Strongly agree","Strongly agree","","","","","Somewhat helpful","Somewhat helpful","Neutral","Somewhat unhelpful","Somewhat helpful","","","","","Daily","Monthly","Daily","Daily","Daily","Weekly","Very satisfied","Moderately satisfied","Very satisfied","Very satisfied","No experience","Moderately satisfied","Very satisfied","Affect a lot","Affect a lot","Affect a lot","Affect a lot","572.07","165.78","0","0","0","0","0","0","48.34","0","0","38.04","0","0","0","0","53.71","0","0","0","0","0","0","42.17","0","0","0","78.91","0","0","0","41.79","0","0","0","103.33","0","0","0"
"751","2018-05-08 22:50:23","8","en","","2018-05-08 22:50:23","2018-05-08 19:08:31","","Male","Hungary","more than 20 years","Theory","","","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","No","No","No","No","No","No","No","No","Yes","No","No","","","","","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","No","Yes","No","No","No","No","No","No","","No","No","No","No","No","No","No","","Each individual researcher should decide for their work autonomously.","","Yes","Yes","No","No","","Somewhat affect","Neutral","Neutral","Somewhat affect","Not at all affect","Somewhat affect","Somewhat affect","Neutral","Neutral","Somewhat disagree","Strongly agree","Strongly disagree","Somewhat agree","","","","","Strongly disagree","Strongly agree","Somewhat disagree","Neutral","","","","","","Neutral","Neutral","Very helpful","","Once a year","Less than once a year","Once a year","Monthly","Once a year","Less than once a year","Very satisfied","No experience","Moderately satisfied","Very satisfied","No experience","Moderately satisfied","No experience","Affect a lot","Somewhat affect","Affect a lot","Affect a lot","13315.830000000002","35.2","0","0","0","0","0","0","12359.06","0","0","172.46","0","0","0","0","65.77","0","0","0","0","0","0","304.28","0","0","0","152.5","0","0","0","64.62","0","0","0","161.94","0","0","0"
"752","2018-05-08 19:22:31","8","en","","2018-05-08 19:22:31","2018-05-08 19:14:15","","Female","United States of America","5 - 10 years","Experiment","> 500 members","","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat disagree","No","No","Yes","No","No","No","No","No","No","No","No","Neutral","Somewhat disagree","Somewhat agree","Somewhat disagree","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","Yes","No","No","","The funding bodies or institutions should decide and develop policies for researchers to follow.","","Yes","Yes","No","No","","Affect a lot","Affect a lot","Somewhat affect","Affect a lot","Affect a lot","Affect a lot","Somewhat affect","Neutral","Neutral","Somewhat agree","Strongly agree","Neutral","Neutral","Neutral","Strongly agree","Somewhat disagree","Somewhat disagree","","","","","Neutral","Somewhat unhelpful","Neutral","Somewhat helpful","Neutral","","","","Peer review is long enough, adding code would likely just slow things down","Daily","Less than once a year","Daily","Monthly","Monthly","Once a year","Very satisfied","No experience","Moderately satisfied","Moderately satisfied","No experience","Very satisfied","Very satisfied","Affect a lot","Affect a lot","Affect a lot","Affect a lot","497.65000000000003","22.12","0","0","0","0","0","0","160.54","0","0","39.77","0","0","0","0","21.23","0","0","0","0","0","0","54.06","0","0","0","89.14","0","0","0","44","0","0","0","66.79","0","0","0"
"753","2018-05-08 19:29:19","8","en","","2018-05-08 19:29:19","2018-05-08 19:16:21","","Male","Italy","11 - 15 years","Experiment","> 500 members","","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","No","Yes","No","Yes","No","No","No","No","No","No","No","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat agree","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","Yes","No","","The funding bodies or institutions should decide and develop policies for researchers to follow.","","Yes","Yes","No","No","","Somewhat affect","Affect a lot","Neutral","Affect a lot","Affect a lot","Somewhat affect","Affect a lot","Affect a lot","Somewhat affect","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Neutral","Somewhat agree","Somewhat agree","Somewhat agree","","","","","Somewhat unhelpful","Very unhelpful","Somewhat helpful","Very helpful","Very unhelpful","","","","","Weekly","Once every 3 months","Weekly","Daily","Daily","Daily","Very satisfied","No experience","Very satisfied","Very satisfied","No experience","Very satisfied","Very satisfied","Affect a lot","Somewhat affect","Affect a lot","Affect a lot","782.26","52.42","0","0","0","0","0","0","69.32","0","0","83.56","0","0","0","0","268.82","0","0","0","0","0","0","77.59","0","0","0","85.5","0","0","0","42.15","0","0","0","102.9","0","0","0"
"754","2018-05-08 19:25:26","8","en","","2018-05-08 19:25:26","2018-05-08 19:16:41","","Male","United States of America","more than 20 years","Experiment","> 500 members","","Somewhat agree","Neutral","Somewhat disagree","Neutral","Neutral","No","No","No","No","Yes","No","No","No","No","No","No","Somewhat disagree","Somewhat disagree","Neutral","Somewhat agree","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","Yes","No","","The HEP community as a whole should decide and set practices.","","No","No","Yes","No","","Neutral","Neutral","Neutral","Affect a lot","Somewhat affect","Somewhat affect","Neutral","Affect a lot","Neutral","Somewhat agree","Neutral","Somewhat agree","Somewhat agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","","","","","Very unhelpful","Very unhelpful","Neutral","Somewhat unhelpful","Very unhelpful","","","","sharing this kind of information with a referee is pointless, since they are not going to re-run. Our internal review process has already done this, and there is no point in duplicating effort","Once every 3 months","Monthly","Weekly","Weekly","Daily","Less than once a year","No experience","Very satisfied","Very satisfied","Very satisfied","No experience","Very satisfied","No experience","Affect a lot","Affect a lot","Affect a lot","Affect a lot","526.4300000000001","30.61","0","0","0","0","0","0","80.24","0","0","54.84","0","0","0","0","34.94","0","0","0","0","0","0","56.59","0","0","0","78.88","0","0","0","67.98","0","0","0","122.35","0","0","0"
"756","2018-05-08 19:47:39","8","en","","2018-05-08 19:47:39","2018-05-08 19:39:54","","Male","United States of America","less than 5 years","Experiment","> 500 members","","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Yes","No","No","No","Yes","No","No","No","No","No","No","Strongly agree","Strongly agree","Strongly agree","Strongly agree","","","","","","No","No","No","No","No","No","No","No","","No","No","Yes","Yes","Yes","No","No","","The HEP community as a whole should decide and set practices.","","Yes","Yes","No","No","","Neutral","Somewhat affect","Neutral","Neutral","Neutral","Not at all affect","Not at all affect","Affect a lot","Somewhat affect","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","","","","","Very helpful","Very helpful","Neutral","Somewhat helpful","Very helpful","","","","","Daily","Weekly","Daily","Daily","Daily","Twice a year","Very satisfied","Moderately satisfied","Moderately dissatisfied","Neither satisfied nor dissatisfied","No experience","Very satisfied","No experience","Affect a lot","Affect a lot","Affect a lot","Affect a lot","468.65999999999997","27.64","0","0","0","0","0","0","43.52","0","0","38.17","0","0","0","0","51.62","0","0","0","0","0","0","79.02","0","0","0","73.06","0","0","0","28.66","0","0","0","126.97","0","0","0"
"757","2018-05-08 20:11:27","8","en","","2018-05-08 20:11:27","2018-05-08 20:00:21","https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en","Male","France","more than 20 years","Theory","","","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","No","No","No","No","No","Yes","Yes","No","No","No","No","","","","","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","No","No","No","No","Yes","No","No","No","","No","No","No","No","No","No","No","","Each collaboration or team should decide for their work.","","Yes","No","No","No","","Rarely affect","Neutral","Rarely affect","Neutral","Rarely affect","Somewhat affect","Somewhat affect","Somewhat affect","Affect a lot","Strongly agree","Strongly agree","Somewhat agree","Somewhat disagree","","","","","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","","","","","","Somewhat helpful","Somewhat helpful","Somewhat helpful","","Less than once a year","Less than once a year","Weekly","Monthly","Less than once a year","Less than once a year","No experience","No experience","Very satisfied","Moderately dissatisfied","No experience","No experience","No experience","Neutral","Neutral","Affect a lot","Somewhat affect","667.2499999999999","28.36","0","0","0","0","0","0","159.09","0","0","71.56","0","0","0","0","66.02","0","0","0","0","0","0","90.62","0","0","0","107.02","0","0","0","21.05","0","0","0","123.53","0","0","0"
"758","2018-05-08 20:31:33","8","en","","2018-05-08 20:31:33","2018-05-08 20:25:50","","Male","Russian Federation","more than 20 years","Theory","","","Somewhat agree","Somewhat agree","Somewhat agree","Neutral","Neutral","No","No","No","No","No","No","No","Yes","Yes","No","No","","","","","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","No","Yes","No","No","No","No","No","No","","No","No","No","No","No","No","No","","The HEP community as a whole should decide and set practices.","","Yes","No","No","No","","Neutral","Somewhat affect","Affect a lot","Neutral","Somewhat affect","Affect a lot","Affect a lot","Affect a lot","Somewhat affect","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","","","","","Neutral","Neutral","Neutral","Neutral","","","","","","Very helpful","Neutral","Somewhat helpful","","Less than once a year","Less than once a year","Less than once a year","Less than once a year","Less than once a year","Less than once a year","No experience","No experience","No experience","No experience","No experience","No experience","No experience","Neutral","Neutral","Somewhat affect","Somewhat affect","346.71000000000004","27.31","0","0","0","0","0","0","47.84","0","0","52.45","0","0","0","0","29.56","0","0","0","0","0","0","81.18","0","0","0","33.29","0","0","0","18.47","0","0","0","56.61","0","0","0"
"759","2018-05-08 20:47:05","8","en","","2018-05-08 20:47:05","2018-05-08 20:29:25","","Male","Germany","5 - 10 years","Experiment","> 500 members","","Strongly agree","Somewhat agree","Neutral","Neutral","Neutral","Yes","No","No","No","Yes","No","No","No","No","No","No","Somewhat agree","Neutral","Neutral","Somewhat disagree","","","","","","No","No","No","No","No","No","No","No","","No","No","Yes","No","Yes","No","No","","Each collaboration or team should decide for their work.","","Yes","Yes","No","No","","Affect a lot","Affect a lot","Somewhat affect","Affect a lot","Affect a lot","Somewhat affect","Affect a lot","Neutral","Affect a lot","Somewhat disagree","Strongly agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","","","","","Neutral","Somewhat helpful","Somewhat helpful","Somewhat unhelpful","Somewhat unhelpful","","","","","Weekly","Weekly","Monthly","Once every 3 months","Daily","Less than once a year","Moderately dissatisfied","Very satisfied","Moderately satisfied","Moderately satisfied","No experience","Moderately satisfied","No experience","Somewhat affect","Affect a lot","Affect a lot","Somewhat affect","1063.7900000000002","52.45","0","0","0","0","0","0","307.55","0","0","137.24","0","0","0","0","87.69","0","0","0","0","0","0","85.72","0","0","0","173.47","0","0","0","53.27","0","0","0","166.4","0","0","0"
"761","2018-05-08 21:30:52","8","en","","2018-05-08 21:30:52","2018-05-08 21:17:04","","Male","Russian Federation","more than 20 years","Experiment","> 500 members","","Somewhat agree","Somewhat agree","Somewhat disagree","Neutral","Neutral","No","No","No","No","Yes","No","No","No","No","No","No","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","Yes","No","","The funding bodies or institutions should decide and develop policies for researchers to follow.","","No","No","No","Yes","","Somewhat affect","Somewhat affect","Not at all affect","Not at all affect","Not at all affect","Not at all affect","Not at all affect","Affect a lot","Affect a lot","Neutral","Somewhat agree","Strongly agree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Neutral","","","","","Somewhat unhelpful","Somewhat unhelpful","Somewhat helpful","Somewhat helpful","Neutral","","","","","Less than once a year","Less than once a year","Once every 3 months","Once every 3 months","Weekly","Once a year","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Moderately satisfied","Moderately satisfied","Neither satisfied nor dissatisfied","Very satisfied","Neither satisfied nor dissatisfied","Somewhat affect","Neutral","Affect a lot","Somewhat affect","829.24","54.2","0","0","0","0","0","0","118.54","0","0","85.76","0","0","0","0","49.05","0","0","0","0","0","0","126.82","0","0","0","136.73","0","0","0","63.78","0","0","0","194.36","0","0","0"
