"id","Completed","Last page seen","Start language","Token","Date last action","Date started","Referrer URL","D1","D2","D3","D4","D4_1","D4_2","p2q1 [OS1]","p2q1 [OS2]","p2q1 [OS3]","p2q2 [OA1]","p2q2 [OA2]","p3q1E [OD1]","p3q1E [OD2]","p3q1E [OD3]","p3q1E [OD4]","p3q1E [OD5]","p3q1T [OD1]","p3q1T [OD2]","p3q1T [OD3]","p3q1T [OD6]","p3q1T [OD4]","p3q1T [OD5]","p3q2E [OD_E1]","p3q2E [OD_E2]","p3q2E [OD_E3]","p3q2E [OD_E4]","p3q2T [OD_E1]","p3q2T [OD_E2]","p3q2T [OD_E3]","p3q2T [OD_E5]","p3q2T [OD_E4]","p4q1T [1]","p4q1T [2]","p4q1T [3]","p4q1T [4]","p4q1T [5]","p4q1T [6]","p4q1T [7]","p4q1T [8]","p4q1T_O","p4q1E [1]","p4q1E [2]","p4q1E [3]","p4q1E [4]","p4q1E [5]","p4q1E [6]","p4q1E [7]","p4q1E_O","p4q2","p4q2_O","p5q1 [SQ002]","p5q1 [SQ001]","p5q1 [SQ004]","p5q1 [SQ005]","p5q1_N","p5q2 [1]","p5q2 [2]","p5q2 [3]","p5q2 [4]","p5q2 [5]","p5q2 [6]","p5q2 [7]","p5q2 [8]","p5q2 [9]","p6q1 [1]","p6q1 [2]","p6q1 [3]","p6q1 [4]","p6q2E [1]","p6q2E [2]","p6q2E [3]","p6q2E [4]","p6q2T [1]","p6q2T [2]","p6q2T [3]","p6q2T [4]","p7q1E [1]","p7q1E [2]","p7q1E [3]","p7q1E [4]","p7q1E [5]","p7q1T [1]","p7q1T [2]","p7q1T [3]","p7q2","p8q1 [1]","p8q1 [2]","p8q1 [3]","p8q1 [4]","p8q1 [5]","p8q1 [6]","p8q2 [1]","p8q2 [2]","p8q2 [3]","p8q2 [4]","p8q2 [5]","p8q2 [6]","p8q2 [7]","p8q3 [1]","p8q3 [2]","p8q3 [3]","p8q3 [4]","interviewtime","groupTime564","D1Time","D2Time","D3Time","D4Time","D4_1Time","D4_2Time","groupTime565","p2q1Time","p2q2Time","groupTime612","p3q1ETime","p3q1TTime","p3q2ETime","p3q2TTime","groupTime566","p4q1TTime","p4q1T_OTime","p4q1ETime","p4q1E_OTime","p4q2Time","p4q2_OTime","groupTime570","p5q1Time","p5q1_NTime","p5q2Time","groupTime568","p6q1Time","p6q2ETime","p6q2TTime","groupTime611","p7q1ETime","p7q1TTime","p7q2Time","groupTime571","p8q1Time","p8q2Time","p8q3Time"
"526","","1","en","","2018-05-08 10:59:27","2018-05-08 10:58:51","","Male","Italy","more than 20 years","Experiment","> 500 members","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.489999999999995","36.489999999999995","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"531","","0","en","","2018-05-08 11:00:30","2018-05-08 11:00:21","","","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.6","9.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"535","","2","en","","2018-05-08 11:04:19","2018-05-08 11:02:34","https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en","Male","Germany","5 - 10 years","Experiment","51 - 100 members","","Strongly agree","Strongly agree","Strongly agree","Neutral","Neutral","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106.5","45.5","0","0","0","0","0","0","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"537","","0","en","","2018-05-08 11:03:32","2018-05-08 11:03:32","","","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"538","","2","en","","2018-05-08 11:04:54","2018-05-08 11:03:37","","Female","Greece","5 - 10 years","Experiment","> 500 members","","Strongly agree","Strongly agree","Strongly agree","Neutral","Neutral","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.97","32.97","0","0","0","0","0","0","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"540","","0","en","","2018-05-08 11:05:45","2018-05-08 11:04:15","","Male","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.78","89.78","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"543","","1","en","","2018-05-08 11:05:10","2018-05-08 11:04:43","https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en","Male","Portugal","16 - 20 years","Theory","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.79","27.79","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"545","","0","en","","2018-05-08 11:04:56","2018-05-08 11:04:56","","","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"547","","1","en","","2018-05-08 11:06:15","2018-05-08 11:05:19","","Male","United States of America","less than 5 years","Experiment","> 500 members","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.87","55.87","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"551","","0","en","","2018-05-08 11:06:21","2018-05-08 11:06:21","","","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"552","","5","en","","2018-05-08 11:09:26","2018-05-08 11:06:22","","Male","South Africa","11 - 15 years","Experiment","> 500 members","","Strongly disagree","Strongly disagree","Neutral","Strongly agree","Strongly agree","No","Yes","No","No","No","No","No","No","No","No","No","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","","","","","","No","No","No","No","No","No","No","No","","No","No","No","Yes","No","No","No","","The HEP community as a whole should decide and set practices.","","Yes","Yes","No","No","","Somewhat affect","Somewhat affect","Not at all affect","Somewhat affect","Rarely affect","Affect a lot","Affect a lot","Affect a lot","Neutral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","185.61","21.96","0","0","0","0","0","0","27.49","0","0","29.32","0","0","0","0","20.04","0","0","0","0","0","0","86.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"557","","0","en","","2018-05-08 11:08:34","2018-05-08 11:08:34","","","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"559","","2","en","","2018-05-08 11:11:10","2018-05-08 11:09:07","","Female","Germany","5 - 10 years","Experiment","51 - 100 members","","Somewhat agree","Somewhat agree","Strongly agree","Neutral","Neutral","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122.78999999999999","45.74","0","0","0","0","0","0","77.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"560","","2","en","","2018-05-08 11:11:09","2018-05-08 11:09:44","","Prefer not to say","Poland","11 - 15 years","Experiment","101 - 500 members","","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.41","36.88","0","0","0","0","0","0","48.53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"563","","0","en","","2018-05-08 11:10:34","2018-05-08 11:10:34","","","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"565","","0","en","","2018-05-08 11:11:11","2018-05-08 11:11:11","","","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"566","","","en","","2018-05-08 11:11:26","2018-05-08 11:11:26","","","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"567","","","en","","2018-05-08 11:11:52","2018-05-08 11:11:52","","","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"571","","1","en","","2018-05-08 11:14:27","2018-05-08 11:13:44","","Female","Spain","11 - 15 years","Experiment","101 - 500 members","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.63","43.63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"572","","1","en","","2018-05-08 11:14:19","2018-05-08 11:13:55","","Male","the United Kingdom of Great Britain and Northern Ireland","less than 5 years","Experiment","> 500 members","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.31","24.31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"575","","2","en","","2018-05-08 11:16:52","2018-05-08 11:15:32","","Male","China","5 - 10 years","Experiment","> 500 members","","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Neutral","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.72","22.38","0","0","0","0","0","0","58.34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"578","","1","en","","2018-05-08 11:17:08","2018-05-08 11:16:27","https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en","Male","France","11 - 15 years","Experiment","> 500 members","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.36","41.36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"587","","1","en","","2018-05-08 11:21:52","2018-05-08 11:21:30","","Female","United States of America","less than 5 years","Experiment","> 500 members","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.42","22.42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"588","","0","en","","2018-05-08 11:21:45","2018-05-08 11:21:45","","","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"591","","1","en","","2018-05-08 11:23:48","2018-05-08 11:23:15","","Female","Germany","less than 5 years","Experiment","51 - 100 members","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.73","33.73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"592","","0","en","","2018-05-08 11:23:16","2018-05-08 11:23:16","","","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"593","","1","en","","2018-05-08 11:24:10","2018-05-08 11:23:33","","Male","Germany","less than 5 years","Experiment","51 - 100 members","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.17","37.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"596","","0","en","","2018-05-08 11:24:08","2018-05-08 11:24:08","","","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"597","","1","en","","2018-05-08 11:24:57","2018-05-08 11:24:12","","Male","Italy","more than 20 years","Experiment","101 - 500 members","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.33","45.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"601","","1","en","","2018-05-08 11:28:03","2018-05-08 11:27:26","","Female","Israel","more than 20 years","Experiment","> 500 members","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.6","37.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"602","","0","en","","2018-05-08 11:27:37","2018-05-08 11:27:29","","","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.36","7.36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"603","","0","en","","2018-05-08 11:27:30","2018-05-08 11:27:30","","","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"604","","1","en","","2018-05-08 11:27:57","2018-05-08 11:27:39","","Male","Germany","less than 5 years","Experiment","> 500 members","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.33","18.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"605","","1","en","","2018-05-08 11:29:05","2018-05-08 11:28:34","","Female","Spain","less than 5 years","Experiment","> 500 members","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.16","30.16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"607","","1","en","","2018-05-08 11:29:45","2018-05-08 11:28:36","","Male","the United Kingdom of Great Britain and Northern Ireland","less than 5 years","Experiment","> 500 members","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.44","68.44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"608","","0","en","","2018-05-08 11:30:08","2018-05-08 11:30:08","","","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"609","","4","en","","2018-05-08 11:33:10","2018-05-08 11:30:25","","Male","Spain","16 - 20 years","Experiment","> 500 members","","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Neutral","No","No","Yes","Yes","No","No","No","No","No","No","No","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","","","","","","No","No","No","No","No","No","No","No","","No","No","Yes","No","No","No","No","","Each collaboration or team should decide for their work.","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165.61","37.96","0","0","0","0","0","0","54.39","0","0","38.09","0","0","0","0","35.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"610","","1","en","","2018-05-08 11:31:46","2018-05-08 11:30:50","https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en","Prefer not to say","Afghanistan","less than 5 years","Experiment","> 500 members","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.94","56.94","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"615","","0","en","","2018-05-08 11:33:45","2018-05-08 11:33:45","","","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"618","","0","en","","2018-05-08 11:35:07","2018-05-08 11:35:07","","","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"619","","4","en","","2018-05-08 11:40:29","2018-05-08 11:36:40","","Male","Japan","less than 5 years","Experiment","< 20 members","","Strongly agree","Somewhat agree","Somewhat agree","Strongly disagree","Neutral","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Somewhat agree","Somewhat agree","Strongly agree","Neutral","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","Yes","Data should be supplied when manuscript is available for publication, code should be distributed some time after publication","Each collaboration or team should decide for their work.","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","229.60000000000002","27.01","0","0","0","0","0","0","44.77","0","0","42.99","0","0","0","0","114.83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"622","","1","en","","2018-05-08 11:41:02","2018-05-08 11:40:27","","Male","Italy","11 - 15 years","Experiment","< 20 members","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.29","35.29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"623","","1","en","","2018-05-08 11:41:07","2018-05-08 11:40:36","","Male","France","less than 5 years","Theory","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.88","31.88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"624","","2","en","","2018-05-08 11:42:37","2018-05-08 11:41:40","","Male","Switzerland","5 - 10 years","Experiment","< 20 members","","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Neutral","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.75","30.32","0","0","0","0","0","0","27.43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"625","","1","en","","2018-05-08 11:42:37","2018-05-08 11:41:49","","Male","Colombia","5 - 10 years","Experiment","> 500 members","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.84","48.84","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
