id,Gender,Country,Seniority,Field,Field_S,Research_done,Submitted,Accepted,Published,After_publication,Not_appropriate,Other,Rev_data,Rev_code,Rev_Twiki,Rev_slides,Rev_workflow
550,Male,Russian Federation,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat helpful,Somewhat helpful
555,Male,France,more than 20 years,Experiment,> 500 members,No,No,No,No,No,Yes,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Very helpful,Somewhat helpful
556,Male,France,16 - 20 years,Experiment,101 - 500 members,Yes,Yes,Yes,Yes,No,No,No,Somewhat helpful,Very helpful,Somewhat unhelpful,Neutral,Very helpful
558,Female,the United Kingdom of Great Britain and Northern Ireland,less than 5 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Neutral,Neutral,Somewhat helpful,Somewhat helpful,Neutral
561,Male,the United Kingdom of Great Britain and Northern Ireland,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat unhelpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
562,Male,the United Kingdom of Great Britain and Northern Ireland,5 - 10 years,Experiment,101 - 500 members,No,No,No,Yes,No,No,No,Neutral,Very unhelpful,Very unhelpful,Somewhat unhelpful,Very unhelpful
568,Female,Germany,less than 5 years,Experiment,> 500 members,No,No,Yes,Yes,No,No,No,Neutral,Somewhat helpful,Somewhat helpful,Very helpful,Neutral
569,Prefer not to say,the United Kingdom of Great Britain and Northern Ireland,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Neutral,Neutral,Somewhat helpful,Somewhat helpful,Neutral
570,Male,Croatia,more than 20 years,Experiment,> 500 members,No,No,No,Yes,Yes,No,No,Very unhelpful,Very unhelpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
573,Male,the United Kingdom of Great Britain and Northern Ireland,less than 5 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Neutral,Somewhat helpful,Somewhat helpful,Very helpful,Somewhat unhelpful
574,Male,Italy,more than 20 years,Experiment,101 - 500 members,No,No,No,Yes,No,No,No,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat helpful,Somewhat unhelpful
577,Male,Austria,5 - 10 years,Experiment,> 500 members,No,Yes,Yes,Yes,Yes,No,No,Very helpful,Somewhat unhelpful,Very helpful,Very helpful,Neutral
579,Female,the United Kingdom of Great Britain and Northern Ireland,11 - 15 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Neutral
580,Male,Germany,more than 20 years,Experiment,101 - 500 members,No,No,No,No,Yes,No,No,Very unhelpful,Very unhelpful,Neutral,Somewhat helpful,Very unhelpful
583,Prefer not to say,the United Kingdom of Great Britain and Northern Ireland,more than 20 years,Experiment,> 500 members,No,No,No,No,No,Yes,No,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful
584,Male,Israel,5 - 10 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Very helpful,Somewhat helpful,Neutral,Somewhat helpful,Somewhat unhelpful
585,Male,the United Kingdom of Great Britain and Northern Ireland,less than 5 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
586,Male,Germany,5 - 10 years,Experiment,101 - 500 members,No,No,No,Yes,No,No,No,Neutral,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat unhelpful
590,Female,Hungary,less than 5 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Neutral,Somewhat unhelpful,Somewhat helpful,Very helpful,Somewhat unhelpful
594,Male,Slovenia,more than 20 years,Experiment,> 500 members,No,No,Yes,No,No,No,No,Somewhat helpful,Neutral,Neutral,Somewhat helpful,Neutral
595,Male,Germany,less than 5 years,Experiment,51 - 100 members,No,No,Yes,Yes,Yes,No,No,Very helpful,Very helpful,Very helpful,Very helpful,Somewhat helpful
598,Female,Germany,less than 5 years,Experiment,101 - 500 members,No,Yes,No,No,No,No,No,Somewhat helpful,Very helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
599,Male,United States of America,16 - 20 years,Experiment,> 500 members,No,Yes,No,No,No,No,No,Very helpful,Very helpful,Somewhat helpful,Somewhat unhelpful,Very helpful
600,Female,Switzerland,more than 20 years,Experiment,> 500 members,No,No,Yes,No,No,No,No,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful
606,Male,Turkey,16 - 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat helpful,Somewhat helpful,Very helpful,Very helpful,Neutral
611,Male,United States of America,11 - 15 years,Experiment,> 500 members,No,No,No,No,No,Yes,No,Somewhat unhelpful,Somewhat helpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful
614,Male,Italy,5 - 10 years,Experiment,101 - 500 members,No,No,Yes,No,No,No,No,Very helpful,Very helpful,Very helpful,Somewhat unhelpful,Neutral
616,Male,the United Kingdom of Great Britain and Northern Ireland,more than 20 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Somewhat unhelpful,Very unhelpful,Neutral,Somewhat helpful,Very unhelpful
620,Male,Spain,16 - 20 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Neutral,Neutral,Somewhat helpful,Somewhat helpful,Neutral
621,Male,United States of America,5 - 10 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat unhelpful,Neutral,Neutral,Somewhat helpful,Neutral
626,Male,France,more than 20 years,Experiment,20 - 50 members,No,No,No,No,Yes,No,No,Somewhat unhelpful,Very unhelpful,Neutral,Neutral,Very unhelpful
629,Male,Italy,5 - 10 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
638,Male,India,less than 5 years,Experiment,< 20 members,No,Yes,No,No,Yes,No,No,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful
639,Male,Germany,more than 20 years,Experiment,> 500 members,No,No,No,No,No,Yes,No,Very unhelpful,Very unhelpful,Somewhat unhelpful,Very helpful,Very unhelpful
645,Male,Spain,more than 20 years,Experiment,< 20 members,No,No,No,Yes,Yes,No,No,Neutral,Neutral,Neutral,Neutral,Neutral
646,Female,United States of America,5 - 10 years,Experiment,> 500 members,No,No,No,Yes,Yes,No,No,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful
650,Female,Italy,5 - 10 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful
652,Female,China,less than 5 years,Experiment,> 500 members,No,No,Yes,No,No,No,No,Very helpful,Very helpful,Very helpful,Somewhat helpful,Very helpful
655,Female,Italy,more than 20 years,Experiment,101 - 500 members,No,No,No,No,Yes,No,No,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat helpful,Somewhat unhelpful
656,Female,Brazil,more than 20 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful
657,Male,Italy,more than 20 years,Experiment,> 500 members,No,No,No,No,No,Yes,No,Very unhelpful,Neutral,Very helpful,Somewhat helpful,Neutral
664,Male,Belgium,less than 5 years,Experiment,> 500 members,No,No,Yes,No,No,No,No,Very helpful,Very helpful,Somewhat helpful,Somewhat unhelpful,Neutral
665,Male,Switzerland,11 - 15 years,Experiment,> 500 members,No,Yes,No,No,No,No,No,Neutral,Neutral,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful
666,Male,Italy,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat helpful,Somewhat helpful,Very helpful,Very helpful,Neutral
670,Male,Canada,more than 20 years,Experiment,> 500 members,No,Yes,Yes,Yes,No,No,No,Very helpful,Somewhat unhelpful,Somewhat helpful,Somewhat helpful,Somewhat unhelpful
672,Male,India,16 - 20 years,Experiment,> 500 members,No,No,Yes,No,No,No,No,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful
673,Male,United States of America,less than 5 years,Experiment,> 500 members,No,No,No,Yes,Yes,No,No,Somewhat helpful,Very helpful,Somewhat helpful,Somewhat helpful,Very helpful
675,Male,Italy,more than 20 years,Experiment,51 - 100 members,No,No,No,Yes,No,No,No,Very helpful,Somewhat helpful,Neutral,Very helpful,Neutral
677,Male,the United Kingdom of Great Britain and Northern Ireland,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat helpful,Somewhat helpful,Neutral,Somewhat helpful,Somewhat unhelpful
678,Female,United States of America,less than 5 years,Experiment,< 20 members,No,No,No,Yes,No,No,No,Somewhat helpful,Somewhat helpful,Somewhat unhelpful,Somewhat helpful,Somewhat helpful
679,Male,Belgium,5 - 10 years,Experiment,> 500 members,No,Yes,No,No,No,No,No,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful
680,Female,Germany,16 - 20 years,Experiment,> 500 members,No,No,Yes,No,No,No,No,Somewhat helpful,Very unhelpful,Very unhelpful,Somewhat unhelpful,Somewhat unhelpful
681,Male,China,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Very helpful,Neutral,Somewhat helpful,Somewhat helpful,Neutral
686,Male,Italy,more than 20 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Very helpful,Very helpful,Very helpful,Somewhat helpful,Very helpful
687,Female,United States of America,16 - 20 years,Experiment,> 500 members,No,No,Yes,No,No,No,No,Very unhelpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat helpful,Very unhelpful
688,Male,Italy,more than 20 years,Experiment,> 500 members,No,Yes,Yes,Yes,No,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
689,Male,Germany,more than 20 years,Experiment,101 - 500 members,No,No,No,No,Yes,No,No,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful
690,Male,Iran (Islamic Republic of),11 - 15 years,Experiment,> 500 members,No,No,Yes,No,Yes,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
691,Female,Finland,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Neutral,Somewhat helpful,Neutral,Somewhat helpful,Somewhat helpful
692,Male,Brazil,11 - 15 years,Experiment,> 500 members,No,No,No,Yes,Yes,No,No,Very helpful,Somewhat helpful,Neutral,Somewhat unhelpful,Somewhat helpful
694,Male,Italy,more than 20 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Somewhat helpful,Neutral,Somewhat helpful,Somewhat helpful,Neutral
695,Male,Germany,more than 20 years,Experiment,101 - 500 members,No,No,No,No,No,Yes,No,Very unhelpful,Very unhelpful,Neutral,Somewhat helpful,Very unhelpful
696,Male,the United Kingdom of Great Britain and Northern Ireland,more than 20 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Neutral,Very helpful,Somewhat helpful,Somewhat helpful,Neutral
699,Male,the United Kingdom of Great Britain and Northern Ireland,less than 5 years,Experiment,> 500 members,No,No,No,No,Yes,Yes,No,Somewhat unhelpful,Somewhat unhelpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
701,Female,Italy,more than 20 years,Experiment,101 - 500 members,No,No,No,No,Yes,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
702,Female,Poland,5 - 10 years,Experiment,> 500 members,Yes,Yes,No,No,No,No,No,Somewhat helpful,Very helpful,Somewhat helpful,Somewhat helpful,Very helpful
704,Female,United States of America,less than 5 years,Experiment,> 500 members,No,No,No,Yes,Yes,No,No,Somewhat helpful,Somewhat helpful,Very helpful,Very helpful,Very helpful
706,Female,Republic of Korea,16 - 20 years,Experiment,20 - 50 members,No,No,No,No,Yes,No,No,Neutral,Neutral,Neutral,Somewhat helpful,Somewhat unhelpful
708,Female,Italy,more than 20 years,Experiment,> 500 members,No,No,No,No,No,Yes,No,Very unhelpful,Very unhelpful,Somewhat unhelpful,Somewhat helpful,Very unhelpful
709,Male,Italy,more than 20 years,Experiment,> 500 members,No,Yes,Yes,Yes,No,No,No,Somewhat unhelpful,Very unhelpful,Neutral,Somewhat unhelpful,Somewhat unhelpful
711,Male,Bulgaria,16 - 20 years,Experiment,101 - 500 members,No,Yes,No,No,No,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
712,Female,Canada,16 - 20 years,Experiment,> 500 members,No,No,No,No,Yes,Yes,No,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat helpful,Somewhat unhelpful
714,Male,France,more than 20 years,Experiment,20 - 50 members,No,No,No,Yes,No,No,No,Very helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
715,Prefer not to say,France,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat unhelpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Neutral
716,Male,France,more than 20 years,Experiment,> 500 members,No,No,Yes,Yes,No,No,No,Somewhat helpful,Somewhat helpful,Somewhat unhelpful,Somewhat helpful,Somewhat helpful
717,Male,Switzerland,more than 20 years,Experiment,> 500 members,No,No,No,No,No,Yes,No,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful
718,Male,United States of America,5 - 10 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Somewhat unhelpful,Somewhat unhelpful,Neutral,Somewhat helpful,Somewhat unhelpful
719,Male,Canada,more than 20 years,Experiment,101 - 500 members,No,No,No,No,No,No,Yes,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful
720,Male,South Africa,less than 5 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Neutral,Somewhat unhelpful
721,Male,United States of America,more than 20 years,Experiment,101 - 500 members,No,No,Yes,No,No,No,No,Neutral,Neutral,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful
724,Male,France,16 - 20 years,Experiment,101 - 500 members,No,No,No,Yes,No,No,No,Very helpful,Somewhat helpful,Somewhat unhelpful,Somewhat unhelpful,Neutral
725,Male,France,5 - 10 years,Experiment,< 20 members,No,No,No,Yes,No,No,No,Somewhat helpful,Somewhat unhelpful,Very unhelpful,Very unhelpful,Very unhelpful
728,Male,Italy,5 - 10 years,Experiment,< 20 members,No,No,No,No,Yes,No,No,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,Very unhelpful
731,Prefer not to say,United States of America,11 - 15 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful
732,Male,United States of America,5 - 10 years,Experiment,> 500 members,No,Yes,Yes,Yes,Yes,No,No,Very helpful,Somewhat helpful,Neutral,Somewhat helpful,Somewhat helpful
733,Male,United States of America,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat helpful,Somewhat unhelpful,Neutral,Neutral,Somewhat unhelpful
737,Male,Colombia,less than 5 years,Experiment,< 20 members,No,No,No,Yes,No,No,No,Somewhat helpful,Very helpful,Somewhat helpful,Somewhat helpful,Very helpful
738,Male,United States of America,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful
739,Male,Germany,more than 20 years,Experiment,101 - 500 members,No,No,Yes,No,No,No,No,Very helpful,Very helpful,Neutral,Neutral,Very helpful
741,Prefer not to say,Germany,5 - 10 years,Experiment,> 500 members,No,No,Yes,Yes,No,No,No,Somewhat helpful,Very helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
742,Female,United States of America,more than 20 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful
743,Male,China,less than 5 years,Experiment,101 - 500 members,No,Yes,No,No,No,No,No,Very helpful,Very helpful,Very helpful,Neutral,Somewhat helpful
748,Male,United States of America,5 - 10 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Neutral,Neutral,Somewhat helpful,Somewhat helpful,Neutral
750,Male,United States of America,more than 20 years,Experiment,> 500 members,No,Yes,Yes,Yes,No,No,No,Somewhat helpful,Somewhat helpful,Neutral,Somewhat unhelpful,Somewhat helpful
752,Female,United States of America,5 - 10 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Neutral,Somewhat unhelpful,Neutral,Somewhat helpful,Neutral
753,Male,Italy,11 - 15 years,Experiment,> 500 members,No,No,No,No,No,Yes,No,Somewhat unhelpful,Very unhelpful,Somewhat helpful,Very helpful,Very unhelpful
754,Male,United States of America,more than 20 years,Experiment,> 500 members,No,No,No,No,No,Yes,No,Very unhelpful,Very unhelpful,Neutral,Somewhat unhelpful,Very unhelpful
756,Male,United States of America,less than 5 years,Experiment,> 500 members,No,No,Yes,Yes,Yes,No,No,Very helpful,Very helpful,Neutral,Somewhat helpful,Very helpful
759,Male,Germany,5 - 10 years,Experiment,> 500 members,No,No,Yes,No,Yes,No,No,Neutral,Somewhat helpful,Somewhat helpful,Somewhat unhelpful,Somewhat unhelpful
761,Male,Russian Federation,more than 20 years,Experiment,> 500 members,No,No,No,No,No,Yes,No,Somewhat unhelpful,Somewhat unhelpful,Somewhat helpful,Somewhat helpful,Neutral
766,Male,the United Kingdom of Great Britain and Northern Ireland,less than 5 years,Experiment,20 - 50 members,No,No,No,Yes,No,No,No,Very helpful,Very helpful,Somewhat helpful,Very helpful,Very helpful
767,Male,Canada,5 - 10 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Neutral,Neutral,Somewhat helpful,Somewhat helpful,Neutral
769,Male,New Zealand,5 - 10 years,Experiment,> 500 members,No,No,Yes,No,No,No,No,Somewhat helpful,Neutral,Somewhat helpful,Somewhat helpful,Neutral
771,Female,France,5 - 10 years,Experiment,20 - 50 members,No,No,No,No,Yes,No,No,Somewhat helpful,Somewhat helpful,Neutral,Neutral,Neutral
774,Male,Switzerland,less than 5 years,Experiment,101 - 500 members,No,No,No,Yes,No,No,No,Somewhat helpful,Neutral,Very helpful,Very helpful,Neutral
775,Male,France,more than 20 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
778,Male,France,less than 5 years,Experiment,> 500 members,Yes,No,No,No,No,No,No,Very helpful,Very helpful,Somewhat helpful,Very helpful,Very helpful
781,Male,France,11 - 15 years,Experiment,> 500 members,No,Yes,No,No,No,No,No,Neutral,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
782,Male,Greece,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Very helpful
786,Female,France,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat helpful,Very unhelpful
787,Male,Portugal,16 - 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat unhelpful,Somewhat unhelpful,Somewhat helpful,Somewhat helpful,Neutral
788,Male,Spain,less than 5 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Very helpful,Very helpful,Somewhat helpful,Neutral,Somewhat unhelpful
789,Male,Poland,more than 20 years,Experiment,101 - 500 members,No,No,No,No,Yes,No,No,Somewhat helpful,Somewhat helpful,Neutral,Neutral,Somewhat helpful
790,Male,the United Kingdom of Great Britain and Northern Ireland,16 - 20 years,Experiment,> 500 members,No,Yes,No,No,No,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
791,Male,Germany,more than 20 years,Experiment,> 500 members,No,Yes,No,No,No,No,No,Somewhat helpful,Somewhat helpful,Neutral,Somewhat helpful,Somewhat helpful
792,Male,Sweden,more than 20 years,Experiment,20 - 50 members,No,No,Yes,No,No,No,No,Very helpful,Very helpful,Somewhat unhelpful,Neutral,Very unhelpful
794,Male,Russian Federation,less than 5 years,Experiment,51 - 100 members,No,Yes,No,Yes,No,No,No,Very helpful,Very helpful,Somewhat helpful,Very helpful,Somewhat helpful
798,Female,Germany,16 - 20 years,Experiment,51 - 100 members,No,No,No,Yes,No,No,No,Somewhat helpful,Somewhat helpful,Neutral,Neutral,Neutral
799,Male,France,more than 20 years,Experiment,> 500 members,No,No,No,No,No,No,Yes,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful
800,Male,Germany,more than 20 years,Experiment,> 500 members,No,No,Yes,No,No,No,No,Very helpful,Somewhat unhelpful,Very unhelpful,Somewhat helpful,Somewhat unhelpful
803,Male,Italy,more than 20 years,Experiment,101 - 500 members,No,No,No,Yes,No,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Neutral
804,Male,Czech Republic,11 - 15 years,Experiment,> 500 members,No,No,No,No,Yes,Yes,No,Somewhat unhelpful,Somewhat unhelpful,Neutral,Neutral,Somewhat unhelpful
805,Male,France,more than 20 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Somewhat helpful,Somewhat helpful,Very helpful,Very helpful,Somewhat helpful
806,Female,South Africa,5 - 10 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
807,Male,Israel,more than 20 years,Experiment,> 500 members,No,Yes,No,No,No,No,No,Neutral,Somewhat helpful,Somewhat unhelpful,Somewhat helpful,Very unhelpful
809,Male,United States of America,more than 20 years,Experiment,> 500 members,No,No,Yes,No,No,No,No,Neutral,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
813,Male,United States of America,more than 20 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Somewhat helpful,Neutral,Somewhat helpful,Somewhat helpful,Neutral
818,Male,China,5 - 10 years,Experiment,> 500 members,No,No,No,No,No,No,Yes,Somewhat helpful,Neutral,Somewhat helpful,Very helpful,Neutral
822,Male,Spain,more than 20 years,Experiment,101 - 500 members,No,No,Yes,Yes,Yes,No,No,Neutral,Neutral,Neutral,Neutral,Neutral
824,Female,Italy,more than 20 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Very unhelpful,Very unhelpful,Somewhat helpful,Very helpful,Very unhelpful
825,Male,Netherlands,more than 20 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Very helpful,Somewhat unhelpful
826,Male,Colombia,more than 20 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Very helpful,Very helpful,Very helpful,Somewhat helpful,Somewhat helpful
827,Female,Italy,16 - 20 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Somewhat unhelpful,Somewhat unhelpful,Somewhat helpful,Somewhat helpful,Neutral
830,Male,Russian Federation,5 - 10 years,Experiment,101 - 500 members,No,Yes,No,No,No,No,No,Neutral,Neutral,Somewhat helpful,Somewhat helpful,Neutral
831,Male,Italy,more than 20 years,Experiment,51 - 100 members,No,No,No,No,Yes,No,No,Very unhelpful,Very unhelpful,Very unhelpful,Somewhat helpful,Very unhelpful
833,Male,Germany,less than 5 years,Experiment,51 - 100 members,No,No,Yes,Yes,Yes,No,No,Somewhat helpful,Somewhat helpful,Somewhat unhelpful,Somewhat helpful,Very unhelpful
834,Male,Ukraine,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Very helpful,Very helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
836,Female,Israel,more than 20 years,Experiment,> 500 members,No,No,No,No,No,No,Yes,Very unhelpful,Very unhelpful,Neutral,Somewhat helpful,Very unhelpful
837,Male,France,5 - 10 years,Experiment,101 - 500 members,No,No,No,Yes,No,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat unhelpful,Somewhat unhelpful
838,Male,Russian Federation,16 - 20 years,Experiment,> 500 members,No,Yes,No,Yes,No,No,No,Very unhelpful,Somewhat unhelpful,Neutral,Somewhat helpful,Very unhelpful
839,Male,Romania,5 - 10 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat helpful,Somewhat helpful,Somewhat unhelpful,Very unhelpful,Neutral
840,Male,Spain,more than 20 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful
842,Male,France,11 - 15 years,Experiment,20 - 50 members,No,No,Yes,No,No,No,No,Very helpful,Very helpful,Neutral,Very unhelpful,Very unhelpful
845,Male,Czech Republic,more than 20 years,Experiment,51 - 100 members,No,No,Yes,Yes,No,No,No,Somewhat helpful,Neutral,Somewhat helpful,Somewhat helpful,Neutral
853,Male,Spain,11 - 15 years,Experiment,> 500 members,No,Yes,Yes,Yes,No,No,No,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful
855,Female,the United Kingdom of Great Britain and Northern Ireland,less than 5 years,Experiment,> 500 members,No,Yes,No,No,No,No,No,Somewhat helpful,Somewhat helpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat helpful
859,Male,Germany,5 - 10 years,Experiment,> 500 members,No,Yes,Yes,Yes,No,No,No,Neutral,Somewhat helpful,Somewhat helpful,Somewhat helpful,Very unhelpful
862,Male,Germany,5 - 10 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Very unhelpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful
863,Male,United States of America,more than 20 years,Experiment,> 500 members,No,Yes,Yes,Yes,Yes,No,No,Somewhat helpful,Somewhat unhelpful,Neutral,Somewhat helpful,Very unhelpful
866,Male,Austria,less than 5 years,Experiment,20 - 50 members,No,No,Yes,Yes,No,No,No,Neutral,Neutral,Neutral,Neutral,Neutral
868,Female,Brazil,5 - 10 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat helpful,Somewhat helpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat helpful
869,Male,Hungary,more than 20 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Somewhat helpful,Somewhat helpful,Neutral,Somewhat helpful,Neutral
870,Prefer not to say,United States of America,less than 5 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
872,Male,Sweden,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
874,Female,United States of America,11 - 15 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat unhelpful,Somewhat unhelpful,Somewhat helpful,Somewhat helpful,Somewhat unhelpful
876,Male,Italy,16 - 20 years,Experiment,< 20 members,No,No,Yes,No,Yes,No,Yes,Neutral,Very unhelpful,Somewhat helpful,Somewhat helpful,Somewhat unhelpful
879,Male,Czech Republic,more than 20 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Very helpful,Very helpful,Somewhat helpful,Somewhat helpful,Very helpful
47,Male,the United Kingdom of Great Britain and Northern Ireland,less than 5 years,Experiment,> 500 members,No,Yes,No,No,No,No,No,,,,,
50,Male,Switzerland,less than 5 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,,,,,
74,Male,the United Kingdom of Great Britain and Northern Ireland,less than 5 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,,,,,
95,Male,United States of America,less than 5 years,Experiment,> 500 members,Yes,Yes,Yes,Yes,Yes,No,No,,,,,
